,index,Unnamed: 0,mig_ext_sex,mig_ext_age,mig_ext_motivo,mig_ext_motivo/1,mig_ext_motivo/2,mig_ext_motivo/3,mig_ext_motivo/4,mig_ext_motivo/5,mig_ext_motivo/6,mig_ext_motivo/7,mig_ext_motivo/8,mig_ext_motivo/9,mig_ext_motivo/10,mig_ext_motivo/11,mig_ext_motivo/12,mig_ext_motivo/13,mig_ext_motivo/14,mig_ext_motivo/15,mig_ext_motivo/16,mig_ext_motivo/99,mig_ext_acompany,mig_ext_acompany/1,mig_ext_acompany/2,mig_ext_acompany/3,mig_ext_acompany/4,mig_ext_acompany/5,mig_ext_acompany/6,mig_ext_acompany/7,mig_ext_acompany/8,mig_ext_acompany/9,mig_ext_acompany/99,mig_ext_medio,mig_ext_medio/1,mig_ext_medio/2,mig_ext_medio/3,mig_ext_medio/4,mig_ext_medio/5,mig_ext_medio/6,mig_ext_medio/7,mig_ext_medio/8,mig_ext_medio/9,mig_ext_medio/10,mig_ext_medio/11,mig_ext_medio/12,mig_ext_medio/99,mig_ext_cost_awareness,mig_ext_cost_currency,mig_ext_cost_total,mig_ext_attempts,mig_ext_cost_dist_awareness,mig_ext_cost_transportation,mig_ext_cost_subsistence,mig_ext_cost_intermediaries,mig_ext_cost_other,sum_gasto_viaje,note_mig_calculo,mig_ext_finance,mig_ext_finance/1,mig_ext_finance/2,mig_ext_finance/3,mig_ext_finance/4,mig_ext_finance/5,mig_ext_finance/6,mig_ext_finance/7,mig_ext_finance/8,mig_ext_finance/9,mig_ext_finance/10,mig_ext_finance/11,mig_ext_finance/99,mig_ext_violence,mig_ext_violence/1,mig_ext_violence/2,mig_ext_violence/3,mig_ext_violence/4,mig_ext_violence/5,mig_ext_violence/6,mig_ext_violence/7,mig_ext_violence/8,mig_ext_violence/9,mig_ext_violence/10,mig_ext_violence/11,mig_ext_violence/99,mig_ext_violence_who,mig_ext_violence_who/1,mig_ext_violence_who/2,mig_ext_violence_who/3,mig_ext_violence_who/4,mig_ext_violence_who/5,mig_ext_violence_who/6,mig_ext_violence_who/7,mig_ext_violence_who/99,mig_ext_country,mig_ext_country_other,mig_ext_llego,mig_ext_return,_index,_parent_table_name,rsp_id,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission__tags,country,mig_ext_finance_group/1,mig_ext_finance_group/2,mig_ext_finance_group/3,mig_ext_medio_group/1,mig_ext_medio_group/2,mig_ext_medio_group/3,cost_per_attempt,migrated_yn,experienced_violence_sum,experienced_violence_yn,violence_strings
96,525,525,2,25,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,8000.0,3.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,5 6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,2,1.0,548,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1416,174316183,b8c8a88f-a5fe-443e-af04-e473b032a9e1,2021-04-27T20:56:45,,[],submitted_via_web,,[],SLV,0,0,1,0,1,0,2666.6666666666665,1,2.0,True,"['Threat / Intimidation', 'Physical aggression']"
97,537,537,1,25,1 11 7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5 7,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,1.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,1.0,561,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1428,174316430,b11bad3b-b8fe-4498-9038-69b96925baca,2021-04-27T20:58:23,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,,1,1.0,True,['Physical aggression']
98,541,541,2,25,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,99,,,,,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,99,,565,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1433,174316592,36867ed9-2008-4e24-8658-b2995c3c239f,2021-04-27T20:59:48,,[],submitted_via_web,,[],SLV,0,0,0,0,0,1,,1,1.0,True,['Other']
99,550,550,1,20,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.0,5125.0,2.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,,575,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1461,174319357,1e6c8d7a-f0a8-47e1-a4ef-3110eea5e0a4,2021-04-27T21:16:45,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,2562.5,1,1.0,True,['Physical aggression']
100,551,551,2,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.0,5125.0,3.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,,574,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1461,174319357,1e6c8d7a-f0a8-47e1-a4ef-3110eea5e0a4,2021-04-27T21:16:45,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,1708.333333333333,1,1.0,True,['Physical aggression']
101,552,552,1,30,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,3.0,99.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,1.0,576,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1465,174319486,6c0fdc0e-89f0-4bcf-89e4-2abd53140699,2021-04-27T21:18:04,,[],submitted_via_web,,[],SLV,0,0,0,0,1,0,,1,1.0,True,['Other']
102,560,560,1,48,2 1 11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7 5,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,3500.0,3.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,5 6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,,585,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1481,174321252,2e88be28-374e-49d3-bb70-e24ff0dc1cb9,2021-04-27T21:30:11,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,1166.6666666666667,1,2.0,True,"['Threat / Intimidation', 'Physical aggression']"
103,561,561,2,18,11 1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2 7,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,3500.0,3.0,0.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,5 6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,,586,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1481,174321252,2e88be28-374e-49d3-bb70-e24ff0dc1cb9,2021-04-27T21:30:11,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,1166.6666666666667,1,2.0,True,"['Threat / Intimidation', 'Physical aggression']"
104,567,567,2,28,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1,4 9,0,0,0,1,0,0,0,0,1,0,0,0,0,99,,,,99.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,99,,593,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1493,174324098,a8e4b51f-833f-4a21-998c-f2d1cb6ab87a,2021-04-27T21:51:44,,[],submitted_via_web,,[],SLV,0,0,0,1,1,0,,1,1.0,True,['Other']
105,570,570,2,25,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7 3,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,2.0,0.0,,,,,,,6 5,0,0,0,0,1,1,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,2,1.0,595,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1495,174324106,fe20d0b2-ae1a-4bca-8ace-6d80e065c7f3,2021-04-27T21:51:48,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,,1,1.0,True,['Armed robbery']
106,573,573,2,34,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,14950.0,3.0,0.0,,,,,,,1 4,1,0,0,1,0,0,0,0,0,0,0,0,2 4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,2,1.0,598,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1505,174327320,85f9d7ec-62f5-485b-b559-df52a16ffffb,2021-04-27T22:20:30,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,4983.333333333333,1,2.0,True,"['Extortion / Attempted extortion', 'Armed robbery']"
107,577,577,2,21,1 2 7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,4 6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,2,1.0,603,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1530,174335657,4dd67d64-8b22-4833-a162-8457fc891845,2021-04-27T23:09:57,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,,1,2.0,True,"['Armed robbery', 'Physical aggression']"
108,580,580,2,28,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,13000.0,3.0,0.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,1,,606,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1538,174339763,e0c45d92-4ebf-4367-ac04-8d0bd835bc71,2021-04-27T23:28:02,,[],submitted_via_web,wfpmandeteam,[],HND,1,0,0,0,1,0,4333.333333333333,1,1.0,True,['Theft']
109,584,584,2,20,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,6500.0,1.0,1.0,70.0,10.0,10.0,10.0,100.0,,5,0,0,0,0,1,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,,610,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1545,174344768,2543264d-57d0-4d3a-a223-745b05090acd,2021-04-28T00:01:15,,[],submitted_via_web,wfpmandeteam,[],GT,0,1,0,0,1,0,6500.0,1,1.0,True,['Kidnapping / Attempted kidnapping']
110,587,587,2,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0.0,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,613,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1555,174345190,b85d8368-6de4-4dd8-9389-c521c8d559b2,2021-04-28T00:05:19,,[],submitted_via_web,,[],GT,0,0,1,0,1,0,,1,1.0,True,['Other']
111,603,603,2,28,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,11700.0,3.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,629,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1631,174351341,20afe6d2-2fe1-439d-8690-81ac4ed05539,2021-04-28T01:20:21,,[],submitted_via_web,wfpmandeteam,[],GT,0,1,0,0,1,0,3900.0,1,1.0,True,['Extortion / Attempted extortion']
112,611,611,2,31,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,2.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,637,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1645,174358919,d6b45199-8fbe-466b-9679-7071b6dc524c,2021-04-28T03:07:07,,[],submitted_via_web,wfpmandeteam,[],GT,0,1,0,0,1,0,,1,1.0,True,['Other']
113,612,612,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,1300.0,1.0,0.0,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,5.0,638,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1655,174364219,bb68fc7f-566c-4684-86af-9146a997965b,2021-04-28T04:00:56,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,1300.0,1,1.0,True,['Threat / Intimidation']
114,613,613,1,30,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,3900.0,1.0,1.0,0.0,0.0,100.0,0.0,100.0,,5,0,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,5.0,640,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1655,174364219,bb68fc7f-566c-4684-86af-9146a997965b,2021-04-28T04:00:56,,[],submitted_via_web,,[],GT,0,1,0,0,1,0,3900.0,1,1.0,True,['Threat / Intimidation']
115,614,614,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,1300.0,1.0,0.0,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,5.0,639,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1655,174364219,bb68fc7f-566c-4684-86af-9146a997965b,2021-04-28T04:00:56,,[],submitted_via_web,,[],GT,1,0,0,0,0,1,1300.0,1,1.0,True,['Threat / Intimidation']
116,615,615,2,39,1 7 12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,3900.0,1.0,0.0,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,1.0,641,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1655,174364219,bb68fc7f-566c-4684-86af-9146a997965b,2021-04-28T04:00:56,,[],submitted_via_web,,[],GT,1,0,0,0,0,1,3900.0,1,1.0,True,['Threat / Intimidation']
117,622,622,2,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,2.0,0.0,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,1,,648,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1670,174366169,658d2208-8acb-47fd-8a21-e71d84db353c,2021-04-28T04:21:34,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,,1,1.0,True,['Armed robbery']
118,630,630,2,23,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,5200.0,2.0,0.0,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,1.0,656,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1683,174372718,4c8ba9b0-9861-4121-b2e3-43fbd0fd09b9,2021-04-28T05:12:44,,[],submitted_via_web,,[],GT,0,1,0,0,1,0,2600.0,1,1.0,True,['Other']
119,640,640,1,25,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,6 9,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.0,13000.0,3.0,1.0,0.0,0.0,100.0,0.0,100.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,666,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1712,174607131,5f753417-2e71-4c83-a9f7-8d59864a3974,2021-04-28T19:32:45,,[],submitted_via_web,,[],SLV,1,0,0,1,1,0,4333.333333333333,1,1.0,True,['Kidnapping / Attempted kidnapping']
120,642,642,2,23,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1500.0,1.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,4,,668,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1718,174611886,18a37325-9213-4ea6-a078-25a6c5c6711c,2021-04-28T19:55:43,,[],submitted_via_web,,[],SLV,0,1,0,0,0,1,1500.0,1,1.0,True,['Extortion / Attempted extortion']
121,643,643,2,13,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1 7,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,7500.0,3.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,6.0,669,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1724,174618195,474f2b09-df18-4350-a481-99107ebeefd7,2021-04-28T20:31:51,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,2500.0,1,1.0,True,['Other']
122,644,644,2,37,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5 7,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,7500.0,3.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,6.0,670,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1724,174618195,474f2b09-df18-4350-a481-99107ebeefd7,2021-04-28T20:31:51,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,2500.0,1,1.0,True,['Other']
123,646,646,2,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7 6,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,3.0,0.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,672,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1730,174619769,7b310580-83e4-477b-9fe2-3bbd400ab5cf,2021-04-28T20:42:32,,[],submitted_via_web,,[],SLV,0,0,0,0,1,0,,1,1.0,True,['Other']
124,652,652,2,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,2,1.0,679,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1749,174620527,d88ad9e5-d767-438d-8f56-109d1040a567,2021-04-28T20:46:22,,[],submitted_via_web,,[],SLV,0,0,1,0,1,0,,1,1.0,True,['Physical aggression']
125,653,653,2,20,1 3 8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1700.0,1.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,,1,,678,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1749,174620527,d88ad9e5-d767-438d-8f56-109d1040a567,2021-04-28T20:46:22,,[],submitted_via_web,,[],SLV,0,1,0,0,0,1,1700.0,1,1.0,True,['Armed robbery']
126,657,657,2,33,2 7 8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,2500.0,1.0,99.0,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,1.0,683,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1764,174621935,09582bca-f006-4f71-ab8e-59edc91a2556,2021-04-28T20:53:39,,[],submitted_via_web,,[],SLV,0,0,1,0,0,1,2500.0,1,1.0,True,['Physical aggression']
127,662,662,2,28,14 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,9500.0,1.0,0.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,1.0,688,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1770,174622661,08095435-93b6-4d5d-bf0a-2713235c7054,2021-04-28T20:57:30,,[],submitted_via_web,,[],SLV,1,0,0,0,1,0,9500.0,1,1.0,True,['Physical aggression']
128,665,665,2,49,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,691,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1782,174622736,569a43b9-6a52-43ff-b743-2394166ee01e,2021-04-28T20:57:44,,[],submitted_via_web,,[],SLV,0,0,1,0,1,0,,1,1.0,True,['Other']
